Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
m;178;33;61;keinSport;Untergewicht
m;186;73;76;Ausdauersport;Untergewicht
m;177;51;114;keinSport;Uebergewicht
m;185;72;153;keinSport;Uebergewicht
w;158;21;67;keinSport;Uebergewicht
m;175;24;66;keinSport;Normalgewicht
m;187;20;68;keinSport;Untergewicht
w;173;47;94;keinSport;Uebergewicht
m;176;72;148;keinSport;Uebergewicht
w;169;36;62;Ausdauersport;Normalgewicht
w;162;24;56;keinSport;Normalgewicht
w;168;41;87;keinSport;Uebergewicht
m;197;51;103;Kraftsport;Normalgewicht
m;171;23;77;Kraftsport;Uebergewicht
w;157;46;86;keinSport;Uebergewicht
m;180;69;126;keinSport;Uebergewicht
w;163;36;57;Kraftsport;Normalgewicht
w;159;21;71;keinSport;Uebergewicht
w;174;30;97;keinSport;Uebergewicht
m;185;28;158;keinSport;Uebergewicht
m;178;49;84;keinSport;Normalgewicht
m;169;55;59;Ausdauersport;Normalgewicht
w;158;74;63;keinSport;Normalgewicht
m;186;25;94;keinSport;Uebergewicht
w;169;44;86;Ausdauersport;Uebergewicht
m;178;47;78;Kraftsport;Normalgewicht
m;185;58;115;keinSport;Uebergewicht
m;184;40;166;keinSport;Uebergewicht
w;168;37;88;Ausdauersport;Uebergewicht
m;171;73;85;Ausdauersport;Normalgewicht
w;167;45;55;keinSport;Untergewicht
w;163;33;86;keinSport;Uebergewicht
m;185;88;102;Kraftsport;Uebergewicht
m;175;49;109;keinSport;Uebergewicht
m;187;74;134;keinSport;Uebergewicht
w;166;27;91;keinSport;Uebergewicht
w;165;29;62;keinSport;Normalgewicht
m;165;45;110;keinSport;Uebergewicht
m;171;51;166;keinSport;Uebergewicht
w;163;87;76;keinSport;Normalgewicht
w;175;41;94;keinSport;Uebergewicht
m;178;74;97;Ausdauersport;Uebergewicht
w;170;24;95;keinSport;Uebergewicht
w;173;29;79;keinSport;Uebergewicht
m;178;33;115;keinSport;Uebergewicht
m;177;54;133;keinSport;Uebergewicht
w;176;54;78;Kraftsport;Normalgewicht
m;181;49;96;Kraftsport;Normalgewicht
m;184;47;114;keinSport;Uebergewicht
m;194;81;108;keinSport;Normalgewicht
m;166;46;67;keinSport;Normalgewicht
m;160;37;96;keinSport;Uebergewicht
m;179;57;106;keinSport;Uebergewicht
w;174;50;92;Ausdauersport;Uebergewicht
w;159;25;84;Kraftsport;Uebergewicht
w;184;30;87;keinSport;Uebergewicht
w;171;44;93;Ausdauersport;Uebergewicht
m;161;25;69;keinSport;Uebergewicht
m;175;47;169;keinSport;Uebergewicht
m;188;57;70;keinSport;Untergewicht
m;189;57;119;Ausdauersport;Uebergewicht
w;174;66;126;keinSport;Uebergewicht
m;170;39;90;keinSport;Uebergewicht
w;165;46;89;keinSport;Uebergewicht
m;177;38;85;keinSport;Normalgewicht
m;166;58;117;keinSport;Uebergewicht
w;172;75;83;keinSport;Normalgewicht
w;175;50;95;Kraftsport;Uebergewicht
w;168;53;73;keinSport;Normalgewicht
m;173;45;74;Ausdauersport;Normalgewicht
m;182;58;66;Kraftsport;Untergewicht
m;165;40;75;keinSport;Uebergewicht
w;167;57;58;Kraftsport;Normalgewicht
m;190;50;79;keinSport;Untergewicht
w;165;20;47;keinSport;Untergewicht
m;173;33;58;Kraftsport;Untergewicht
w;163;48;100;Kraftsport;Uebergewicht
m;175;25;85;keinSport;Uebergewicht
m;174;96;100;keinSport;Uebergewicht
w;167;72;133;Kraftsport;Uebergewicht
w;156;25;87;Kraftsport;Uebergewicht
m;179;39;101;keinSport;Uebergewicht
m;180;58;63;Kraftsport;Untergewicht
w;166;59;73;keinSport;Normalgewicht
w;175;59;87;Ausdauersport;Normalgewicht
w;171;42;56;Kraftsport;Untergewicht
m;190;60;116;Ausdauersport;Uebergewicht
m;183;55;109;Kraftsport;Normalgewicht
w;166;20;88;keinSport;Uebergewicht
m;167;32;72;keinSport;Uebergewicht
w;170;43;105;Kraftsport;Uebergewicht
w;159;24;48;keinSport;Untergewicht
w;166;20;78;keinSport;Uebergewicht
w;167;55;153;keinSport;Uebergewicht
w;158;38;68;keinSport;Uebergewicht
w;167;46;85;Ausdauersport;Uebergewicht
w;170;58;77;keinSport;Normalgewicht
w;163;32;69;keinSport;Uebergewicht
m;174;46;78;Ausdauersport;Normalgewicht
m;173;27;59;keinSport;Untergewicht
m;192;37;95;keinSport;Normalgewicht
m;174;18;53;keinSport;Untergewicht
w;154;64;109;keinSport;Uebergewicht
w;164;71;74;keinSport;Normalgewicht
w;166;44;143;keinSport;Uebergewicht
w;160;84;74;Kraftsport;Normalgewicht
m;171;32;80;keinSport;Uebergewicht
w;161;62;83;Ausdauersport;Uebergewicht
w;161;27;80;Ausdauersport;Uebergewicht
w;167;63;85;Ausdauersport;Uebergewicht
m;175;53;73;keinSport;Normalgewicht
m;175;52;124;keinSport;Uebergewicht
m;160;44;69;keinSport;Uebergewicht
w;169;98;79;keinSport;Normalgewicht
w;168;50;102;keinSport;Uebergewicht
w;163;45;83;Ausdauersport;Uebergewicht
m;179;48;109;keinSport;Uebergewicht
m;171;51;91;keinSport;Uebergewicht
w;170;18;142;keinSport;Uebergewicht
m;171;40;77;keinSport;Normalgewicht
m;167;44;151;keinSport;Uebergewicht
m;179;50;131;keinSport;Uebergewicht
m;185;45;72;Ausdauersport;Normalgewicht
w;158;51;76;keinSport;Uebergewicht
w;164;26;66;keinSport;Normalgewicht
m;178;23;66;Ausdauersport;Normalgewicht
m;175;51;108;keinSport;Uebergewicht
m;171;59;62;keinSport;Untergewicht
w;171;52;58;keinSport;Untergewicht
w;164;50;52;keinSport;Untergewicht
m;170;50;73;keinSport;Normalgewicht
m;174;73;80;keinSport;Normalgewicht
m;180;63;112;keinSport;Uebergewicht
w;172;45;83;Kraftsport;Uebergewicht
w;169;40;101;keinSport;Uebergewicht
m;174;63;88;keinSport;Uebergewicht
m;188;27;81;keinSport;Normalgewicht
w;159;57;94;keinSport;Uebergewicht
m;177;34;81;keinSport;Normalgewicht
m;164;52;51;Kraftsport;Untergewicht
w;177;38;64;Ausdauersport;Untergewicht
w;156;56;65;keinSport;Normalgewicht
w;159;43;122;Ausdauersport;Uebergewicht
m;180;25;100;Kraftsport;Uebergewicht
w;168;90;128;keinSport;Uebergewicht
w;161;37;99;keinSport;Uebergewicht
w;174;35;59;Ausdauersport;Untergewicht
w;175;62;104;keinSport;Uebergewicht
m;184;34;94;keinSport;Uebergewicht
m;159;29;77;Ausdauersport;Uebergewicht
m;184;43;83;keinSport;Normalgewicht
w;174;41;91;keinSport;Uebergewicht
w;158;36;77;keinSport;Uebergewicht
m;171;54;76;keinSport;Normalgewicht
m;172;48;78;Ausdauersport;Normalgewicht
w;165;54;65;Ausdauersport;Normalgewicht
w;169;50;74;Kraftsport;Normalgewicht
m;176;23;151;Kraftsport;Uebergewicht
w;165;27;122;keinSport;Uebergewicht
w;163;22;55;keinSport;Normalgewicht
w;155;40;59;keinSport;Normalgewicht
w;173;82;68;Ausdauersport;Normalgewicht
w;172;32;79;Kraftsport;Uebergewicht
m;171;34;90;Kraftsport;Normalgewicht
m;176;46;68;keinSport;Untergewicht
w;170;31;107;keinSport;Uebergewicht
m;173;45;106;keinSport;Uebergewicht
m;178;20;134;Kraftsport;Uebergewicht
w;163;35;74;keinSport;Uebergewicht
w;159;44;89;Kraftsport;Uebergewicht
w;172;50;63;keinSport;Untergewicht
m;180;96;81;Kraftsport;Normalgewicht
m;184;40;82;Ausdauersport;Normalgewicht
m;188;21;58;keinSport;Untergewicht
m;180;66;96;Kraftsport;Normalgewicht
m;184;55;165;keinSport;Uebergewicht
w;171;58;92;Ausdauersport;Uebergewicht
w;172;51;118;keinSport;Uebergewicht
m;163;72;96;keinSport;Uebergewicht
m;199;19;74;Ausdauersport;Untergewicht
m;181;49;110;keinSport;Uebergewicht
w;173;54;102;Ausdauersport;Uebergewicht
w;173;36;64;keinSport;Normalgewicht
w;151;21;66;keinSport;Uebergewicht
w;156;31;50;Ausdauersport;Normalgewicht
m;176;28;88;keinSport;Uebergewicht
m;181;84;68;Ausdauersport;Normalgewicht
w;174;24;70;keinSport;Normalgewicht
m;185;48;90;Ausdauersport;Normalgewicht
w;174;60;95;keinSport;Uebergewicht
m;178;41;100;Kraftsport;Uebergewicht
w;173;74;97;keinSport;Uebergewicht
w;155;43;86;Ausdauersport;Uebergewicht
m;192;38;92;Ausdauersport;Normalgewicht
w;163;26;91;Ausdauersport;Uebergewicht
w;169;18;65;keinSport;Normalgewicht
m;164;73;158;keinSport;Uebergewicht
m;179;50;168;keinSport;Uebergewicht
w;177;31;89;Kraftsport;Uebergewicht
w;160;31;56;Ausdauersport;Normalgewicht
w;156;29;64;Kraftsport;Uebergewicht
m;188;72;105;keinSport;Normalgewicht
w;169;20;132;keinSport;Uebergewicht
m;176;64;98;Ausdauersport;Uebergewicht
w;174;53;88;keinSport;Uebergewicht
w;157;61;58;Ausdauersport;Normalgewicht
w;166;79;75;keinSport;Normalgewicht
w;168;58;103;keinSport;Uebergewicht
m;179;54;107;keinSport;Uebergewicht
w;168;47;96;keinSport;Uebergewicht
m;181;35;69;keinSport;Untergewicht
w;164;63;72;keinSport;Normalgewicht
w;162;43;77;Ausdauersport;Normalgewicht
w;156;51;81;keinSport;Uebergewicht
w;157;74;76;keinSport;Uebergewicht
m;175;30;62;Ausdauersport;Untergewicht
m;178;44;98;keinSport;Uebergewicht
m;173;58;90;keinSport;Uebergewicht
w;171;50;92;Kraftsport;Normalgewicht
m;174;52;86;keinSport;Uebergewicht
m;184;20;104;keinSport;Uebergewicht
m;179;56;177;keinSport;Uebergewicht
m;176;18;79;Ausdauersport;Uebergewicht
m;186;50;107;Kraftsport;Normalgewicht
m;163;50;93;Ausdauersport;Uebergewicht
w;159;51;95;keinSport;Uebergewicht
m;182;26;58;keinSport;Untergewicht
m;194;49;100;keinSport;Normalgewicht
w;157;29;74;keinSport;Uebergewicht
m;169;58;117;Kraftsport;Uebergewicht
m;183;73;140;keinSport;Uebergewicht
m;167;41;61;Kraftsport;Untergewicht
w;168;54;119;keinSport;Uebergewicht
m;191;48;114;Kraftsport;Normalgewicht
m;176;33;83;keinSport;Uebergewicht
m;182;18;66;Kraftsport;Untergewicht
m;170;47;59;Kraftsport;Untergewicht
m;182;71;90;keinSport;Normalgewicht
w;154;30;134;Kraftsport;Uebergewicht
m;182;34;55;keinSport;Untergewicht
w;166;47;78;keinSport;Uebergewicht
m;162;75;91;Ausdauersport;Uebergewicht
m;171;23;73;keinSport;Normalgewicht
m;173;34;85;Ausdauersport;Normalgewicht
m;184;82;78;keinSport;Untergewicht
w;160;71;84;keinSport;Uebergewicht
w;155;48;89;Kraftsport;Uebergewicht
w;163;47;97;keinSport;Uebergewicht
m;157;42;55;Ausdauersport;Normalgewicht
m;185;46;157;keinSport;Uebergewicht
w;172;21;90;keinSport;Uebergewicht
w;173;52;71;keinSport;Normalgewicht
m;193;26;124;keinSport;Uebergewicht
w;166;70;79;Ausdauersport;Normalgewicht
m;170;48;70;keinSport;Normalgewicht
m;165;54;123;keinSport;Uebergewicht
m;177;33;53;keinSport;Untergewicht
m;176;71;93;keinSport;Uebergewicht
w;171;21;85;Ausdauersport;Normalgewicht
m;175;58;69;Ausdauersport;Normalgewicht
m;174;58;164;Kraftsport;Uebergewicht
w;167;76;110;Kraftsport;Uebergewicht
m;172;31;99;Ausdauersport;Uebergewicht
m;188;36;115;keinSport;Uebergewicht
m;162;59;82;keinSport;Uebergewicht
m;175;69;75;Ausdauersport;Normalgewicht
w;162;40;63;Kraftsport;Normalgewicht
m;179;65;98;keinSport;Uebergewicht
m;181;37;108;keinSport;Uebergewicht
w;165;25;72;Ausdauersport;Uebergewicht
w;170;54;79;Kraftsport;Normalgewicht
m;183;69;100;Ausdauersport;Normalgewicht
m;180;59;118;keinSport;Uebergewicht
w;178;21;125;keinSport;Uebergewicht
w;163;63;89;keinSport;Uebergewicht
m;173;51;72;keinSport;Normalgewicht
w;162;31;52;keinSport;Untergewicht
w;165;64;68;Ausdauersport;Normalgewicht
m;171;44;72;keinSport;Normalgewicht
w;169;32;102;keinSport;Uebergewicht
w;166;72;74;keinSport;Normalgewicht
m;175;27;92;Ausdauersport;Uebergewicht
m;161;39;72;keinSport;Uebergewicht
w;170;32;104;Kraftsport;Uebergewicht
w;159;90;67;keinSport;Normalgewicht
m;167;59;156;keinSport;Uebergewicht
w;169;57;85;Kraftsport;Normalgewicht
w;162;59;161;keinSport;Uebergewicht
w;164;77;75;keinSport;Normalgewicht
m;173;76;86;keinSport;Normalgewicht
m;183;42;169;Ausdauersport;Uebergewicht
m;176;32;91;Ausdauersport;Normalgewicht
m;170;19;83;Kraftsport;Normalgewicht
m;169;43;65;Ausdauersport;Normalgewicht
m;171;46;81;keinSport;Normalgewicht
w;160;25;120;Kraftsport;Uebergewicht
w;159;23;121;keinSport;Uebergewicht
w;166;37;66;keinSport;Normalgewicht
m;175;70;69;keinSport;Untergewicht
m;179;64;98;keinSport;Uebergewicht
w;163;61;67;keinSport;Normalgewicht
w;172;78;85;Ausdauersport;Normalgewicht
w;171;49;103;Kraftsport;Uebergewicht
m;186;63;143;Kraftsport;Uebergewicht
m;172;52;70;Ausdauersport;Normalgewicht
w;162;37;107;Kraftsport;Uebergewicht
m;157;22;78;keinSport;Uebergewicht
w;174;44;88;keinSport;Uebergewicht
w;161;24;84;keinSport;Uebergewicht
m;165;37;69;Ausdauersport;Normalgewicht
w;161;28;87;Ausdauersport;Uebergewicht
w;164;51;154;Kraftsport;Uebergewicht
w;170;54;73;Ausdauersport;Normalgewicht
m;174;22;115;keinSport;Uebergewicht
w;174;30;74;keinSport;Normalgewicht
w;169;55;89;keinSport;Uebergewicht
w;162;50;75;Kraftsport;Normalgewicht
w;152;57;73;keinSport;Uebergewicht
w;168;91;145;keinSport;Uebergewicht
w;169;52;138;keinSport;Uebergewicht
m;176;57;86;keinSport;Normalgewicht
w;189;55;124;keinSport;Uebergewicht
m;184;43;109;keinSport;Uebergewicht
w;171;54;57;Ausdauersport;Untergewicht
m;173;68;89;keinSport;Normalgewicht
m;171;31;68;keinSport;Normalgewicht
w;167;39;65;keinSport;Normalgewicht
w;174;60;108;Kraftsport;Uebergewicht
w;174;62;83;keinSport;Normalgewicht
w;176;44;58;keinSport;Untergewicht
w;170;44;73;keinSport;Normalgewicht
m;180;49;87;Kraftsport;Normalgewicht
w;162;20;131;keinSport;Uebergewicht
w;193;55;95;keinSport;Normalgewicht
w;171;18;82;Kraftsport;Uebergewicht
w;169;71;95;keinSport;Uebergewicht
w;166;23;63;keinSport;Normalgewicht
m;175;34;74;keinSport;Normalgewicht
w;157;55;99;keinSport;Uebergewicht
w;160;28;109;keinSport;Uebergewicht
m;184;36;61;keinSport;Untergewicht
m;171;57;89;keinSport;Uebergewicht
w;162;42;73;keinSport;Uebergewicht
m;180;18;53;keinSport;Untergewicht
w;155;58;76;keinSport;Uebergewicht
w;157;33;53;Kraftsport;Normalgewicht
m;172;29;84;keinSport;Uebergewicht
m;178;51;132;keinSport;Uebergewicht
w;172;22;110;keinSport;Uebergewicht
w;167;63;69;keinSport;Normalgewicht
w;161;84;95;keinSport;Uebergewicht
m;180;49;167;Kraftsport;Uebergewicht
m;180;40;96;Kraftsport;Uebergewicht
w;160;29;81;keinSport;Uebergewicht
w;166;42;87;Kraftsport;Normalgewicht
w;168;69;89;Ausdauersport;Uebergewicht
w;170;50;90;keinSport;Uebergewicht
w;174;62;115;keinSport;Uebergewicht
w;170;47;99;keinSport;Uebergewicht
m;194;37;74;keinSport;Untergewicht
m;176;48;94;Ausdauersport;Uebergewicht
m;194;31;87;Kraftsport;Normalgewicht
w;173;46;80;keinSport;Normalgewicht
m;169;19;60;keinSport;Normalgewicht
m;179;65;95;keinSport;Normalgewicht
m;184;51;103;keinSport;Uebergewicht
m;169;24;88;Kraftsport;Normalgewicht
m;182;58;76;Ausdauersport;Normalgewicht
w;163;39;72;keinSport;Uebergewicht
w;164;46;50;Kraftsport;Untergewicht
w;157;54;81;keinSport;Uebergewicht
w;162;31;91;Kraftsport;Uebergewicht
w;170;43;102;keinSport;Uebergewicht
w;156;73;100;keinSport;Uebergewicht
w;164;58;88;keinSport;Uebergewicht
m;184;32;82;keinSport;Normalgewicht
w;162;35;140;Kraftsport;Uebergewicht
m;181;50;91;Ausdauersport;Normalgewicht
w;160;42;96;Kraftsport;Uebergewicht
w;168;27;90;Ausdauersport;Uebergewicht
w;157;25;131;Kraftsport;Uebergewicht
w;162;42;77;keinSport;Uebergewicht
m;158;65;95;keinSport;Uebergewicht
w;171;29;84;keinSport;Uebergewicht
w;153;37;74;Ausdauersport;Uebergewicht
w;167;26;62;Ausdauersport;Normalgewicht
m;181;25;85;keinSport;Normalgewicht
w;171;47;76;keinSport;Normalgewicht
w;189;58;86;keinSport;Normalgewicht
m;196;49;126;Ausdauersport;Uebergewicht
m;179;51;94;keinSport;Uebergewicht
w;159;21;74;keinSport;Uebergewicht
m;178;27;88;Kraftsport;Uebergewicht
m;176;45;67;keinSport;Untergewicht
w;164;44;105;Kraftsport;Uebergewicht
w;165;43;88;keinSport;Uebergewicht
m;167;43;97;keinSport;Uebergewicht
w;165;86;87;Kraftsport;Normalgewicht
w;183;76;81;keinSport;Untergewicht
m;175;53;116;keinSport;Uebergewicht
m;187;63;186;Ausdauersport;Uebergewicht
w;169;32;95;keinSport;Uebergewicht
m;181;78;68;keinSport;Untergewicht
m;173;24;86;keinSport;Uebergewicht
w;164;53;99;keinSport;Uebergewicht
w;172;53;84;Ausdauersport;Normalgewicht
m;182;33;97;keinSport;Uebergewicht
m;177;47;84;keinSport;Normalgewicht
w;155;39;84;keinSport;Uebergewicht
w;169;55;80;keinSport;Uebergewicht
w;177;77;83;Ausdauersport;Normalgewicht
m;178;57;91;Ausdauersport;Normalgewicht
w;163;67;101;Ausdauersport;Uebergewicht
m;179;67;99;Ausdauersport;Uebergewicht
w;167;53;101;Kraftsport;Uebergewicht
w;174;41;109;Ausdauersport;Uebergewicht
w;173;53;99;Kraftsport;Uebergewicht
w;168;57;69;keinSport;Normalgewicht
m;183;28;110;Ausdauersport;Uebergewicht
m;173;67;68;Kraftsport;Untergewicht
m;176;70;108;keinSport;Uebergewicht
m;177;52;81;keinSport;Normalgewicht
m;157;40;60;keinSport;Normalgewicht
w;168;58;100;Kraftsport;Uebergewicht
w;156;80;87;Kraftsport;Uebergewicht
w;156;82;142;keinSport;Uebergewicht
w;170;24;79;keinSport;Uebergewicht
m;185;50;100;keinSport;Uebergewicht
w;176;71;138;keinSport;Uebergewicht
m;170;20;101;keinSport;Uebergewicht
m;182;56;79;Ausdauersport;Untergewicht
m;171;41;98;keinSport;Uebergewicht
w;175;47;78;Kraftsport;Normalgewicht
w;165;45;77;Kraftsport;Normalgewicht
w;171;73;102;keinSport;Uebergewicht
m;177;23;71;keinSport;Normalgewicht
w;163;29;83;Kraftsport;Normalgewicht
m;183;44;90;keinSport;Normalgewicht
m;171;49;86;Ausdauersport;Normalgewicht
w;165;49;89;keinSport;Uebergewicht
w;180;67;84;keinSport;Normalgewicht
w;172;33;91;keinSport;Uebergewicht
w;158;62;78;Ausdauersport;Uebergewicht
m;173;45;125;Ausdauersport;Uebergewicht
m;173;31;65;Ausdauersport;Normalgewicht
w;168;34;59;Ausdauersport;Normalgewicht
m;176;27;89;keinSport;Uebergewicht
m;184;33;111;keinSport;Uebergewicht
m;170;70;110;Kraftsport;Uebergewicht
m;178;48;95;Kraftsport;Normalgewicht
m;177;59;82;Ausdauersport;Normalgewicht
w;163;37;108;Ausdauersport;Uebergewicht
w;161;44;86;Kraftsport;Uebergewicht
m;183;22;88;Ausdauersport;Uebergewicht
w;171;30;140;Kraftsport;Uebergewicht
w;174;21;83;keinSport;Uebergewicht
m;188;26;68;keinSport;Untergewicht
w;165;26;58;keinSport;Normalgewicht
m;178;20;112;keinSport;Uebergewicht
m;179;43;78;keinSport;Normalgewicht
m;170;52;80;keinSport;Normalgewicht
m;179;28;68;keinSport;Normalgewicht
m;178;23;122;keinSport;Uebergewicht
m;199;44;81;Ausdauersport;Normalgewicht
m;180;58;48;Ausdauersport;Untergewicht
w;160;45;63;Ausdauersport;Normalgewicht
m;186;42;114;keinSport;Uebergewicht
m;176;53;154;keinSport;Uebergewicht
m;178;51;130;keinSport;Uebergewicht
m;179;34;161;keinSport;Uebergewicht
w;168;48;154;Kraftsport;Uebergewicht
m;183;32;77;keinSport;Normalgewicht
m;182;21;130;Ausdauersport;Uebergewicht
m;170;20;80;Ausdauersport;Normalgewicht
m;162;59;95;keinSport;Uebergewicht
m;175;41;101;keinSport;Uebergewicht
w;156;21;96;keinSport;Uebergewicht
m;180;84;76;keinSport;Untergewicht
w;164;66;95;Kraftsport;Uebergewicht
w;161;27;69;Ausdauersport;Uebergewicht
w;159;52;123;Ausdauersport;Uebergewicht
m;172;42;102;keinSport;Uebergewicht
m;181;74;93;Ausdauersport;Normalgewicht
w;165;66;114;Kraftsport;Uebergewicht
w;172;36;83;keinSport;Uebergewicht
m;181;71;153;keinSport;Uebergewicht
w;164;69;104;keinSport;Uebergewicht
w;167;54;102;keinSport;Uebergewicht
m;203;52;104;keinSport;Normalgewicht
m;181;35;132;keinSport;Uebergewicht
w;160;63;153;Kraftsport;Uebergewicht
w;163;28;66;keinSport;Normalgewicht
m;168;53;95;Kraftsport;Uebergewicht
m;181;46;87;Ausdauersport;Normalgewicht
m;170;35;73;keinSport;Normalgewicht
m;170;50;76;Ausdauersport;Normalgewicht
w;166;57;120;keinSport;Uebergewicht
w;172;48;106;keinSport;Uebergewicht
w;164;27;63;Kraftsport;Normalgewicht
w;166;60;95;keinSport;Uebergewicht
m;181;33;122;keinSport;Uebergewicht
m;159;44;70;Ausdauersport;Normalgewicht
m;188;57;90;Ausdauersport;Normalgewicht
w;167;62;113;keinSport;Uebergewicht
w;169;18;67;Kraftsport;Normalgewicht
w;159;49;85;keinSport;Uebergewicht
w;171;65;87;Ausdauersport;Normalgewicht
w;169;32;101;Kraftsport;Uebergewicht
w;158;28;92;keinSport;Uebergewicht
m;162;57;98;keinSport;Uebergewicht
m;183;30;93;keinSport;Uebergewicht
m;162;73;54;Ausdauersport;Normalgewicht
w;174;26;70;keinSport;Normalgewicht
m;187;41;92;keinSport;Normalgewicht
w;160;49;128;Ausdauersport;Uebergewicht
w;169;18;78;Kraftsport;Normalgewicht
m;170;37;97;keinSport;Uebergewicht
m;175;51;137;keinSport;Uebergewicht
m;185;30;70;keinSport;Untergewicht
m;170;56;112;keinSport;Uebergewicht
w;157;35;100;keinSport;Uebergewicht
m;180;41;91;Kraftsport;Normalgewicht
m;181;59;82;Ausdauersport;Normalgewicht
m;166;27;87;keinSport;Uebergewicht
m;172;49;69;keinSport;Normalgewicht
m;174;42;95;Kraftsport;Uebergewicht
m;180;28;100;keinSport;Uebergewicht
w;165;23;86;keinSport;Uebergewicht
w;166;65;156;Kraftsport;Uebergewicht
w;175;52;131;Ausdauersport;Uebergewicht
m;158;20;92;Ausdauersport;Uebergewicht
w;156;57;89;Ausdauersport;Uebergewicht
w;164;77;67;keinSport;Untergewicht
m;180;51;119;keinSport;Uebergewicht
m;162;61;73;keinSport;Normalgewicht
m;184;54;118;keinSport;Uebergewicht
m;176;52;124;keinSport;Uebergewicht
w;161;50;148;keinSport;Uebergewicht
m;176;59;69;keinSport;Untergewicht
m;181;34;79;Kraftsport;Normalgewicht
m;180;18;54;Ausdauersport;Untergewicht
m;177;42;64;keinSport;Untergewicht
m;185;47;116;Kraftsport;Uebergewicht
m;166;66;134;Kraftsport;Uebergewicht
m;169;58;111;keinSport;Uebergewicht
m;166;20;79;keinSport;Uebergewicht
w;158;46;69;Ausdauersport;Normalgewicht
m;153;28;75;keinSport;Uebergewicht
m;160;46;89;keinSport;Uebergewicht
m;168;22;79;keinSport;Uebergewicht
w;169;20;63;Ausdauersport;Normalgewicht
m;169;46;102;Ausdauersport;Uebergewicht
w;164;79;86;keinSport;Uebergewicht
w;169;38;78;Kraftsport;Uebergewicht
m;181;67;177;Kraftsport;Uebergewicht
w;161;83;56;Ausdauersport;Normalgewicht
m;170;54;90;keinSport;Uebergewicht
w;166;51;59;Ausdauersport;Normalgewicht
m;164;75;79;keinSport;Normalgewicht
w;179;22;89;Kraftsport;Normalgewicht
w;158;65;103;keinSport;Uebergewicht
w;160;32;63;Ausdauersport;Normalgewicht
m;184;26;109;Ausdauersport;Uebergewicht
m;178;77;81;Ausdauersport;Normalgewicht
m;173;42;75;keinSport;Normalgewicht
m;180;44;71;Ausdauersport;Normalgewicht
m;176;41;165;keinSport;Uebergewicht
m;162;35;93;Kraftsport;Uebergewicht
m;181;62;69;Kraftsport;Untergewicht
m;179;45;131;keinSport;Uebergewicht
w;160;32;93;keinSport;Uebergewicht
w;173;48;97;keinSport;Uebergewicht
w;157;23;98;Ausdauersport;Uebergewicht
w;173;59;151;keinSport;Uebergewicht
m;171;85;86;keinSport;Normalgewicht
w;164;56;111;Kraftsport;Uebergewicht
w;171;26;71;Kraftsport;Normalgewicht
w;165;57;52;Ausdauersport;Untergewicht
m;165;58;107;keinSport;Uebergewicht
m;176;44;90;Ausdauersport;Normalgewicht
m;177;94;152;Kraftsport;Uebergewicht
m;181;23;94;keinSport;Uebergewicht
w;157;64;123;Kraftsport;Uebergewicht
w;164;50;78;keinSport;Uebergewicht
w;166;54;72;keinSport;Normalgewicht
m;172;66;101;Ausdauersport;Uebergewicht
w;168;20;97;keinSport;Uebergewicht
m;174;59;144;Kraftsport;Uebergewicht
m;169;62;71;keinSport;Normalgewicht
w;165;54;72;keinSport;Normalgewicht
m;177;53;158;keinSport;Uebergewicht
w;159;56;101;keinSport;Uebergewicht
